GeneID	Symbol	description
100771499	LOC100771499	olfactory receptor 8J3
100771500	LOC100771500	small integral membrane protein 22
100771501	Mep1a	meprin A subunit alpha
100771503	Pdgfa	platelet derived growth factor subunit A
100771504	Hoxc12	homeobox C12
100771505	Mcoln1	mucolipin 1
100771506	Tceal7	transcription elongation factor A like 7
100771507	Anxa4	annexin A4
100771508	LOC100771508	AMME syndrome candidate gene 1 protein
100771510	LOC100771510	solute carrier family 41 member 2
100771511	Cd37	CD37 molecule
100771513	Tnfaip8l3	TNF alpha induced protein 8 like 3
100771514	Oser1	oxidative stress responsive serine rich 1
100771517	Slc4a5	solute carrier family 4 member 5
100771518	Pitpnm2	phosphatidylinositol transfer protein membrane associated 2
100771519	LOC100771519	taste receptor type 2 member 104-like
100771520	LOC100771520	39S ribosomal protein L45, mitochondrial pseudogene
100771521	Dcun1d1	defective in cullin neddylation 1 domain containing 1
100771522	Ube2r2	ubiquitin conjugating enzyme E2 R2
100771523	LOC100771523	olfactory receptor 150-like
100771524	Sucnr1	succinate receptor 1
100771525	Ube4b	ubiquitination factor E4B
100771526	LOC100771526	carcinoembryonic antigen-related cell adhesion molecule 3
100771527	Tubgcp2	tubulin gamma complex associated protein 2
100771528	Tram1l1	translocation associated membrane protein 1-like 1
100771529	LOC100771529	olfactory receptor 51I2
100771530	Atg16l1	autophagy related 16 like 1
100771531	Capn8	calpain 8
100771532	Gabra2	gamma-aminobutyric acid type A receptor alpha2 subunit
100771533	Kiaa0513	KIAA0513 ortholog
100771534	LOC100771534	Ig lambda chain V-I region BL2-like
100771535	Zxdc	ZXD family zinc finger C
100771536	LOC100771536	60S ribosomal protein L39 pseudogene
100771537	Lrrc10b	leucine rich repeat containing 10B
100771538	Padi2	peptidyl arginine deiminase 2
100771539	LOC100771539	olfactory receptor 4C16
100771540	Paqr4	progestin and adipoQ receptor family member 4
100771541	Atp5h	ATP synthase, H+ transporting, mitochondrial Fo complex subunit D
100771542	Lrrc26	leucine rich repeat containing 26
100771543	LOC100771543	Ig heavy chain V-III region 23-like
100771544	Ccnd2	cyclin D2
100771545	Prrx2	paired related homeobox 2
100771546	Upf2	UPF2, regulator of nonsense mediated mRNA decay
100771547	Krt80	keratin 80
100771548	Map3k21	mitogen-activated protein kinase kinase kinase 21
100771549	Cel	carboxyl ester lipase
100771550	Smpd2	sphingomyelin phosphodiesterase 2
100771552	LOC100771552	voltage-dependent anion-selective channel protein 1 pseudogene
100771553	Depdc7	DEP domain containing 7
100771554	LOC100771554	PRAME family member 12-like
100771555	Myocd	myocardin
100771556	LOC100771556	nudC domain-containing protein 2 pseudogene
100771557	Vamp4	vesicle associated membrane protein 4
100771558	Zranb3	zinc finger RANBP2-type containing 3
100771559	LOC100771559	OX-2 membrane glycoprotein-like
100771560	Fto	FTO, alpha-ketoglutarate dependent dioxygenase
100771561	LOC100771561	prostatic steroid-binding protein C1
100771562	Slc34a1	solute carrier family 34 member 1
100771563	LOC100771563	actin-related protein 2 pseudogene
100771565	LOC100771565	leukocyte immunoglobulin-like receptor subfamily B member 3-like
100771567	Mfsd11	major facilitator superfamily domain containing 11
100771569	Ccny	cyclin Y
100771570	LOC100771570	KH homology domain-containing protein 1-like
100771571	Mterf4	mitochondrial transcription termination factor 4
100771572	Cenpi	centromere protein I
100771573	Washc3	WASH complex subunit 3
100771574	Gabbr2	gamma-aminobutyric acid type B receptor subunit 2
100771575	Klhl40	kelch like family member 40
100771576	Otud4	OTU deubiquitinase 4
100771577	LOC100771577	uncharacterized LOC100771577
100771578	Smad2	SMAD family member 2
100771580	Slco2a1	solute carrier organic anion transporter family member 2A1
100771581	LOC100771581	40S ribosomal protein S21 pseudogene
100771582	LOC100771582	dehydrogenase/reductase SDR family member 2, mitochondrial
100771583	Znf322	zinc finger protein 322
100771584	LOC100771584	heat shock cognate 71 kDa protein pseudogene
100771585	Naa16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit
100771586	Mrc1	mannose receptor C-type 1
100771587	Alpl	alkaline phosphatase, liver/bone/kidney
100771588	LOC100771588	cytochrome b-c1 complex subunit 6, mitochondrial pseudogene
100771589	Inpp4b	inositol polyphosphate-4-phosphatase type II B
100771590	Tmem106a	transmembrane protein 106A
100771591	LOC100771591	olfactory receptor 4C6-like
100771592	Clip3	CAP-Gly domain containing linker protein 3
100771593	LOC100771593	zinc finger and SCAN domain-containing protein 12
100771594	Txnrd1	thioredoxin reductase 1
100771595	Cul7	cullin 7
100771596	Ormdl2	ORMDL sphingolipid biosynthesis regulator 2
100771597	Hmg20b	high mobility group 20B
100771598	Zfp92	ZFP92 zinc finger protein
100771599	Bambi	BMP and activin membrane bound inhibitor
100771600	Prss50	protease, serine 50
100771601	Mro	maestro
100771602	LOC100771602	40S ribosomal protein S10 pseudogene
100771603	LOC100771603	T-cell receptor beta chain V region CTL-F3-like
100771604	Lhpp	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
100771605	LOC100771605	SAP domain-containing ribonucleoprotein pseudogene
100771606	Il1rapl2	interleukin 1 receptor accessory protein like 2
100771607	LOC100771607	mitochondrial chaperone BCS1
100771608	LOC100771608	ESF1 homolog
100771610	LOC100771610	chromosome unknown open reading frame, human C4orf33
100771613	Tab1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
100771614	Tbc1d24	TBC1 domain family member 24
100771615	Fa2h	fatty acid 2-hydroxylase
100771616	LOC100771616	protein SET-like
100771617	LOC100771617	olfactory receptor 5K1
100771618	Wipf2	WAS/WASL interacting protein family member 2
100771619	Hnf1b	HNF1 homeobox B
100771620	Nr1h2	nuclear receptor subfamily 1 group H member 2
100771621	LOC100771621	protein RoBo-1-like
100771622	LOC100771622	60S ribosomal protein L21-like
100771623	Isca2	iron-sulfur cluster assembly 2
100771625	LOC100771625	pyruvate kinase PKM pseudogene
100771626	Gab2	GRB2 associated binding protein 2
100771627	LOC100771627	olfactory receptor 143
100771628	LOC100771628	vomeronasal type-1 receptor 4-like
100771629	Scarb2	scavenger receptor class B member 2
100771630	LOC100771630	tripartite motif-containing protein 30A
100771631	Trpm6	transient receptor potential cation channel subfamily M member 6
100771632	LOC100771632	cytochrome b-c1 complex subunit 7 pseudogene
100771633	LOC100771633	40S ribosomal protein S13-like
100771634	Atad5	ATPase family, AAA domain containing 5
100771635	Selenok	selenoprotein K
100771636	LOC100771636	nucleoporin SEH1 pseudogene
100771637	Entpd4	ectonucleoside triphosphate diphosphohydrolase 4
100771638	Arfgef3	ARFGEF family member 3
100771639	LOC100771639	GRB2-associated-binding protein 2 pseudogene
100771640	Sycp2	synaptonemal complex protein 2
100771641	Kcnk3	potassium two pore domain channel subfamily K member 3
100771642	Entpd2	ectonucleoside triphosphate diphosphohydrolase 2
100771643	LOC100771643	phosphomannomutase 1
100771644	Spag7	sperm associated antigen 7
100771645	Dynap	dynactin associated protein
100771646	LOC100771646	60 kDa heat shock protein, mitochondrial-like
100771647	Fgl1	fibrinogen like 1
100771648	LOC100771648	cytochrome P450 11B1, mitochondrial
100771649	Dlc1	DLC1 Rho GTPase activating protein
100771650	LOC100771650	C-type lectin domain family 2 member E-like
100771651	Star	steroidogenic acute regulatory protein
100771653	Vwa3b	von Willebrand factor A domain containing 3B
100771654	LOC100771654	disintegrin and metalloproteinase domain-containing protein 1a
100771655	Ms4a15	membrane spanning 4-domains A15
100771656	LOC100771656	chromosome unknown open reading frame, human C8orf59
100771658	LOC100771658	uncharacterized LOC100771658
100771659	Elf4	E74 like ETS transcription factor 4
100771660	LOC100771660	ATPase family AAA domain-containing protein 2-like
100771661	Idh3b	isocitrate dehydrogenase 3 (NAD(+)) beta
100771663	LOC100771663	60S ribosomal protein L32 pseudogene
100771664	Qtrt1	queuine tRNA-ribosyltransferase catalytic subunit 1
100771665	Cep170	centrosomal protein 170
100771666	Dock11	dedicator of cytokinesis 11
100771667	Kdm4c	lysine demethylase 4C
100771668	Slamf8	SLAM family member 8
100771669	Ptgfrn	prostaglandin F2 receptor inhibitor
100771670	Smim23	small integral membrane protein 23
100771671	Plcl2	phospholipase C like 2
100771672	LOC100771672	fructose-bisphosphate aldolase A pseudogene
100771673	LOC100771673	GTPase IMAP family member 3-like
100771674	LOC100771674	coiled-coil-helix-coiled-coil-helix domain-containing protein 2 pseudogene
100771675	LOC100771675	GON-4-like protein
100771676	Catsperd	cation channel sperm associated auxiliary subunit delta
100771677	Ftsj3	FtsJ RNA methyltransferase homolog 3
100771678	Fgfrl1	fibroblast growth factor receptor like 1
100771679	Nme9	NME/NM23 family member 9
100771680	LOC100771680	olfactory receptor 2A12
100771681	LOC100771681	non-histone chromosomal protein HMG-14-like
100771682	LOC100771682	arylacetamide deacetylase-like 2
100771683	Svopl	SVOP like
100771684	LOC100771684	transcription initiation factor TFIID subunit 13 pseudogene
100771685	Slc12a6	solute carrier family 12 member 6
100771686	Neurod6	neuronal differentiation 6
100771687	LOC100771687	40S ribosomal protein S29
100771688	LOC100771688	thymosin beta-4 pseudogene
100771689	Prr14l	proline rich 14 like
100771690	Myo7b	myosin VIIB
100771691	Znf239	zinc finger protein 239
100771692	Rftn2	raftlin family member 2
100771693	P2ry1	purinergic receptor P2Y1
100771694	LOC100771694	olfactory receptor 1G1-like
100771695	Gtf2i	general transcription factor IIi
100771696	Akap8	A-kinase anchoring protein 8
100771697	Mfsd8	major facilitator superfamily domain containing 8
100771698	LOC100771698	endothelin-converting enzyme 2 pseudogene
100771699	Ptbp3	polypyrimidine tract binding protein 3
100771700	Dhcr7	7-dehydrocholesterol reductase
100771701	LOC100771701	olfactory receptor 7A17-like
100771702	LOC100771702	general transcription factor IIH subunit 2
100771703	Spon1	spondin 1
100771704	Colec12	collectin subfamily member 12
100771705	Trim31	tripartite motif containing 31
100771706	Emilin3	elastin microfibril interfacer 3
100771707	Snrpb2	small nuclear ribonucleoprotein polypeptide B2
100771708	LOC100771708	probable N-acetyltransferase CML2
100771709	Zdhhc18	zinc finger DHHC-type containing 18
100771711	Ly6g5b	lymphocyte antigen 6 family member G5B
100771713	LOC100771713	60S ribosomal protein L9 pseudogene
100771714	LOC100771714	vomeronasal type-1 receptor 4-like
100771715	Fam110d	family with sequence similarity 110 member D
100771716	Vwa1	von Willebrand factor A domain containing 1
100771717	Aldoa	aldolase, fructose-bisphosphate A
100771718	LOC100771718	C-type lectin domain family 4 member A
100771719	LOC100771719	trafficking protein particle complex subunit 3-like protein
100771720	Gal3st4	galactose-3-O-sulfotransferase 4
100771721	LOC100771721	ribosomal RNA-processing protein 7 homolog A-like
100771722	Elp3	elongator acetyltransferase complex subunit 3
100771723	Rita1	RBPJ interacting and tubulin associated 1
100771724	Cog6	component of oligomeric golgi complex 6
100771725	Pglyrp4	peptidoglycan recognition protein 4
100771726	Stkld1	serine/threonine kinase like domain containing 1
100771727	LOC100771727	protocadherin beta-3
100771728	Ereg	epiregulin
100771730	LOC100771730	olfactory receptor 8B3
100771731	LOC100771731	olfactory receptor 6C6
100771732	LOC100771732	60S ribosomal protein L18-like
100771733	LOC100771733	fumarate hydratase, mitochondrial-like
100771734	Mapk8	mitogen-activated protein kinase 8
100771735	LOC100771735	Mortality factor 4-like protein 2
100771736	LOC100771736	histone H3.3C
100771737	Cldn1	claudin 1
100771739	LOC100771739	ankyrin repeat and SOCS box protein 6
100771740	Cldn20	claudin 20
100771741	Dhrs9	dehydrogenase/reductase 9
100771742	LOC100771742	olfactory receptor 56A3
100771743	Fam89b	family with sequence similarity 89 member B
100771745	Naa20	N(alpha)-acetyltransferase 20, NatB catalytic subunit
100771746	Nmb	neuromedin B
100771747	Ngrn	neugrin, neurite outgrowth associated
100771748	LOC100771748	olfactory receptor 10A3
100771749	LOC100771749	tctex1 domain-containing protein 2 pseudogene
100771750	Tgfb1i1	transforming growth factor beta 1 induced transcript 1
100771751	Rad54l	RAD54 like
100771752	LOC100771752	kynurenine/alpha-aminoadipate aminotransferase, mitochondrial
100771753	Rbm43	RNA binding motif protein 43
100771754	Bcl2l11	BCL2 like 11
100771755	LOC100771755	ribosomal RNA-processing protein 7 homolog A pseudogene
100771756	LOC100771756	cytosolic phospholipase A2 beta
100771757	Dnajc8	DnaJ heat shock protein family (Hsp40) member C8
100771758	Fdxacb1	ferredoxin-fold anticodon binding domain containing 1
100771759	LOC100771759	T-cell ecto-ADP-ribosyltransferase 1 pseudogene
100771761	Arrdc2	arrestin domain containing 2
100771763	Bicc1	BicC family RNA binding protein 1
100771764	Tmem131l	transmembrane 131 like
100771765	Tet1	tet methylcytosine dioxygenase 1
100771766	LOC100771766	cystatin-9
100771767	Map2k6	mitogen-activated protein kinase kinase 6
100771768	Ccdc36	coiled-coil domain containing 36
100771769	Sgo1	shugoshin 1
100771770	Pltp	phospholipid transfer protein
100771771	LOC100771771	60S ribosomal protein L23 pseudogene
100771772	Calm1	calmodulin 1
100771773	Fam234a	family with sequence similarity 234 member A
100771774	Golga3	golgin A3
100771775	Znf277	zinc finger protein 277
100771777	Marf1	meiosis regulator and mRNA stability factor 1
100771778	March10	membrane associated ring-CH-type finger 10
100771779	Agk	acylglycerol kinase
100771780	LOC100771780	solute carrier organic anion transporter family member 1A5-like
100771781	LOC100771781	alpha-enolase pseudogene
100771782	LOC100771782	interferon lambda-2
100771783	Gatm	glycine amidinotransferase
100771784	LOC100771784	sodium-dependent glucose transporter 1C
100771785	Tmem8b	transmembrane protein 8B
100771786	Heyl	hes related family bHLH transcription factor with YRPW motif-like
100771787	LOC100771787	cytochrome P450 2F2
100771788	Notch2	notch 2
100771789	LOC100771789	olfactory receptor 4C15-like
100771790	LOC100771790	solute carrier organic anion transporter family member 6A1
100771791	LOC100771791	olfactory receptor 8K3-like
100771792	Efs	embryonal Fyn-associated substrate
100771793	Septin-12	protein rogdi homolog
100771794	Ankrd66	ankyrin repeat domain 66
100771796	Fam20c	FAM20C, golgi associated secretory pathway kinase
100771797	LOC100771797	60S ribosomal protein L6-like
100771798	Pnpla6	patatin like phospholipase domain containing 6
100771799	Elavl2	ELAV like RNA binding protein 2
100771800	Tmem86b	transmembrane protein 86B
100771802	Appl2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
100771803	Dkkl1	dickkopf like acrosomal protein 1
100771806	Jph2	junctophilin 2
100771807	LOC100771807	MICOS complex subunit Mic26-like
100771808	Tex11	testis expressed 11
100771809	Cnga2	cyclic nucleotide gated channel alpha 2
100771810	LOC100771810	taste receptor type 2 member 107-like
100771811	LOC100771811	proteasome subunit alpha type-2 pseudogene
100771812	LOC100771812	pyroglutamylated RFamide peptide receptor
100771813	LOC100771813	melanoma-associated antigen 10
100771814	LOC100771814	olfactory receptor 1537-like
100771815	Aadac	arylacetamide deacetylase
100771816	LOC100771816	40S ribosomal protein S8 pseudogene
100771817	LOC100771817	carcinoembryonic antigen-related cell adhesion molecule 3-like
100771818	Ventx	VENT homeobox
100771819	LOC100771819	desmocollin-3
100771820	LOC100771820	olfactory receptor 51I2
100771821	Dgkd	diacylglycerol kinase delta
100771822	Susd4	sushi domain containing 4
100771823	Rif1	replication timing regulatory factor 1
100771824	Zdhhc7	zinc finger DHHC-type containing 7
100771825	LOC100771825	immunoglobulin iota chain-like
100771826	Cfap100	cilia and flagella associated protein 100
100771827	Hao1	hydroxyacid oxidase 1
100771828	Ppp1r32	protein phosphatase 1 regulatory subunit 32
100771829	Slc7a3	solute carrier family 7 member 3
100771830	LOC100771830	olfactory receptor 4C46-like
100771831	Pkmyt1	protein kinase, membrane associated tyrosine/threonine 1
100771832	LOC100771832	40S ribosomal protein S27-like
100771833	Ndor1	NADPH dependent diflavin oxidoreductase 1
100771835	Tigar	TP53 induced glycolysis regulatory phosphatase
100771836	Vstm2b	V-set and transmembrane domain containing 2B
100771837	Sec61a2	Sec61 translocon alpha 2 subunit
100771838	LOC100771838	keratin, type II cytoskeletal 7
100771839	Parn	poly(A)-specific ribonuclease
